frame,timestamp,curvilinear_abscissa
1,1740547674.589457,0.06
2,1740547674.806671,0.11
3,1740547674.910534,0.17
4,1740547675.081213,0.22
5,1740547675.343696,0.28
6,1740547675.599726,0.33
7,1740547675.779518,0.39
8,1740547675.882942,0.45
9,1740547676.003779,0.50
10,1740547676.107099,0.56
11,1740547676.218172,0.61
12,1740547676.323980,0.67
13,1740547676.431638,0.72
14,1740547676.539978,0.78
15,1740547676.645987,0.84
16,1740547676.753840,0.89
17,1740547676.857762,0.95
18,1740547676.967601,1.00
19,1740547677.070592,1.06
20,1740547677.173706,1.11
21,1740547677.282977,1.17
22,1740547677.383632,1.22
23,1740547677.493953,1.28
24,1740547677.593654,1.34
25,1740547677.698385,1.39
26,1740547677.802061,1.45
27,1740547677.901510,1.50
28,1740547678.006776,1.56
29,1740547678.107120,1.61
30,1740547678.214980,1.67
31,1740547678.316093,1.73
32,1740547678.416512,1.78
33,1740547678.524090,1.84
34,1740547678.623607,1.89
35,1740547678.729777,1.95
36,1740547678.833140,2.00
37,1740547678.930391,2.06
38,1740547679.033127,2.12
39,1740547679.135022,2.17
40,1740547679.242956,2.23
41,1740547679.344208,2.28
42,1740547679.444412,2.34
43,1740547679.550378,2.39
44,1740547679.651184,2.45
45,1740547679.750713,2.51
46,1740547679.851588,2.56
47,1740547679.951721,2.62
48,1740547680.056812,2.67
49,1740547680.156716,2.73
50,1740547680.274548,2.78
51,1740547680.371604,2.84
52,1740547680.473789,2.89
53,1740547680.572112,2.95
54,1740547680.669960,3.01
55,1740547680.779640,3.06
56,1740547680.883486,3.12
57,1740547680.999617,3.17
58,1740547681.105374,3.23
59,1740547681.216473,3.28
60,1740547681.322107,3.34
61,1740547681.428667,3.40
62,1740547681.537608,3.45
63,1740547681.641392,3.51
64,1740547681.750506,3.56
65,1740547681.853496,3.62
66,1740547681.969402,3.67
67,1740547682.071670,3.73
68,1740547682.175697,3.79
69,1740547682.290252,3.84
70,1740547682.396109,3.90
71,1740547682.505647,3.95
72,1740547682.611919,4.01
73,1740547682.715734,4.01
74,1740547682.813828,4.01
75,1740547682.911383,4.06
76,1740547683.014946,4.12
77,1740547683.110826,4.17
78,1740547683.221569,4.23
79,1740547683.316646,4.29
80,1740547683.415998,4.34
81,1740547683.518278,4.40
82,1740547683.618362,4.45
83,1740547683.724586,4.51
84,1740547683.819716,4.56
85,1740547683.919640,4.62
86,1740547684.019843,4.68
87,1740547684.116736,4.73
88,1740547684.226335,4.79
89,1740547684.341505,4.84
90,1740547684.445105,4.90
91,1740547684.555334,4.95
92,1740547684.659400,5.01
93,1740547684.768384,5.06
94,1740547684.871977,5.12
95,1740547684.977202,5.18
96,1740547685.078351,5.23
97,1740547685.177349,5.29
98,1740547685.283751,5.34
99,1740547685.382402,5.40
100,1740547685.483902,5.45
101,1740547685.586324,5.51
102,1740547685.682814,5.57
103,1740547685.784487,5.62
104,1740547685.882622,5.68
105,1740547685.989770,5.73
106,1740547686.090527,5.79
107,1740547686.213658,5.84
108,1740547686.322814,5.90
109,1740547686.421577,5.95
110,1740547686.525600,6.01
111,1740547686.623554,6.07
112,1740547686.726017,6.12
113,1740547686.827987,6.18
114,1740547686.928547,6.23
115,1740547687.036694,6.29
116,1740547687.135529,6.34
117,1740547687.239647,6.40
118,1740547687.342645,6.46
119,1740547687.447143,6.51
120,1740547687.558191,6.57
121,1740547687.664884,6.62
122,1740547687.775954,6.68
123,1740547687.882101,6.73
124,1740547687.992916,6.79
125,1740547688.100939,6.84
126,1740547688.205883,6.90
127,1740547688.315704,6.96
128,1740547688.422472,7.01
129,1740547688.532936,7.07
130,1740547688.637308,7.12
131,1740547688.746863,7.18
132,1740547688.854766,7.23
133,1740547688.960629,7.29
134,1740547689.071599,7.35
135,1740547689.175629,7.40
136,1740547689.285646,7.46
137,1740547689.389535,7.51
138,1740547689.497541,7.57
139,1740547689.603700,7.62
140,1740547689.707905,7.68
141,1740547689.820289,7.74
142,1740547689.923320,7.79
143,1740547690.033796,7.85
144,1740547690.138664,7.90
145,1740547690.248043,7.96
146,1740547690.355440,8.01
147,1740547690.462996,8.07
148,1740547690.575188,8.12
149,1740547690.682181,8.18
150,1740547690.793501,8.24
151,1740547690.900769,8.29
152,1740547691.012509,8.35
153,1740547691.122217,8.40
154,1740547691.235919,8.46
155,1740547691.342848,8.51
156,1740547691.453859,8.57
157,1740547691.563299,8.63
158,1740547691.670634,8.68
159,1740547691.780668,8.74
160,1740547691.888722,8.79
161,1740547691.998299,8.85
162,1740547692.106174,8.90
163,1740547692.214620,8.96
164,1740547692.325797,9.02
165,1740547692.437696,9.07
166,1740547692.556634,9.13
167,1740547692.660883,9.18
168,1740547692.775471,9.24
169,1740547692.883834,9.29
170,1740547692.995188,9.35
171,1740547693.103570,9.40
172,1740547693.208793,9.46
173,1740547693.319503,9.52
174,1740547693.427239,9.57
175,1740547693.540350,9.63
176,1740547693.645515,9.68
177,1740547693.756709,9.74
178,1740547693.864795,9.79
179,1740547693.972084,9.85
180,1740547694.087207,9.91
181,1740547694.192481,9.96
182,1740547694.311779,10.02
183,1740547694.413443,10.07
184,1740547694.534922,10.13
185,1740547694.638667,10.18
186,1740547694.755327,10.24
187,1740547694.854177,10.29
188,1740547694.954699,10.35
189,1740547695.063757,10.41
190,1740547695.168020,10.46
191,1740547695.281602,10.52
