frame,timestamp,curvilinear_abscissa
6,1740546275.885741,0.09
7,1740546276.084167,0.18
8,1740546276.377191,0.27
9,1740546276.477405,0.37
10,1740546276.575898,0.46
11,1740546276.674986,0.55
12,1740546276.780343,0.64
13,1740546276.884298,0.73
14,1740546276.985550,0.82
15,1740546277.085596,0.91
16,1740546277.183139,1.01
17,1740546277.288205,1.10
18,1740546277.386457,1.19
19,1740546277.491237,1.28
20,1740546277.590806,1.37
21,1740546277.690646,1.46
22,1740546277.807404,1.55
23,1740546277.910485,1.65
24,1740546278.018692,1.74
25,1740546278.116662,1.83
26,1740546278.215912,1.92
27,1740546278.319934,2.01
28,1740546278.417563,2.10
29,1740546278.523952,2.19
30,1740546278.624178,2.29
31,1740546278.722538,2.38
32,1740546278.825732,2.47
33,1740546278.923420,2.56
34,1740546279.028977,2.65
35,1740546279.128289,2.74
36,1740546279.228623,2.83
37,1740546279.334348,2.93
38,1740546279.431065,3.02
39,1740546279.536484,3.11
40,1740546279.635838,3.20
41,1740546279.746572,3.29
42,1740546279.844987,3.38
43,1740546279.947917,3.47
44,1740546280.057583,3.57
45,1740546280.156256,3.66
46,1740546280.258914,3.75
47,1740546280.358345,3.84
48,1740546280.456946,3.93
49,1740546280.561865,4.02
50,1740546280.662201,4.11
51,1740546280.770845,4.21
52,1740546280.867233,4.30
53,1740546280.965385,4.39
54,1740546281.069429,4.48
55,1740546281.170325,4.57
56,1740546281.272811,4.66
57,1740546281.372933,4.75
58,1740546281.471280,4.85
59,1740546281.573156,4.94
60,1740546281.670610,5.03
61,1740546281.778114,5.12
62,1740546281.884663,5.21
63,1740546281.985295,5.30
64,1740546282.091451,5.39
65,1740546282.189652,5.48
66,1740546282.293271,5.58
67,1740546282.392670,5.67
68,1740546282.490617,5.76
69,1740546282.594889,5.85
70,1740546282.695897,5.94
71,1740546282.807744,6.03
72,1740546282.906556,6.12
73,1740546283.004075,6.22
74,1740546283.108320,6.31
75,1740546283.207250,6.40
76,1740546283.312339,6.49
77,1740546283.412941,6.58
78,1740546283.528169,6.67
79,1740546283.624071,6.76
80,1740546283.723397,6.86
81,1740546283.839644,6.95
82,1740546283.942244,7.04
83,1740546284.056823,7.13
84,1740546284.156693,7.22
85,1740546284.254400,7.31
86,1740546284.359173,7.40
87,1740546284.458865,7.50
88,1740546284.564651,7.59
89,1740546284.665192,7.68
90,1740546284.779363,7.77
91,1740546284.876128,7.86
92,1740546284.977069,7.95
93,1740546285.093654,8.04
94,1740546285.193401,8.14
95,1740546285.303870,8.23
96,1740546285.402206,8.32
97,1740546285.502419,8.41
98,1740546285.605444,8.50
99,1740546285.705929,8.59
100,1740546285.821473,8.68
101,1740546285.922611,8.78
102,1740546286.045310,8.87
103,1740546286.144143,8.96
104,1740546286.247677,9.05
105,1740546286.357427,9.14
106,1740546286.458259,9.23
107,1740546286.569659,9.32
108,1740546286.668801,9.42
109,1740546286.787214,9.51
110,1740546286.887546,9.60
111,1740546286.988861,9.69
112,1740546287.098286,9.78
113,1740546287.200779,9.87
114,1740546287.308498,9.96
115,1740546287.412755,10.06
116,1740546287.516140,10.15
117,1740546287.627635,10.24
118,1740546287.730123,10.33
119,1740546287.858207,10.42
120,1740546287.973188,10.51
121,1740546288.087382,10.60
122,1740546288.189608,10.70
123,1740546288.296943,10.79
124,1740546288.405303,10.88
125,1740546288.505805,10.97
126,1740546288.614151,11.06
127,1740546288.719384,11.15
128,1740546288.830272,11.24
129,1740546288.938094,11.34
130,1740546289.044334,11.43
131,1740546289.152586,11.52
132,1740546289.253668,11.61
133,1740546289.361064,11.70
134,1740546289.464663,11.79
135,1740546289.575427,11.88
136,1740546289.681024,11.97
137,1740546289.793403,12.07
138,1740546289.900156,12.16
139,1740546290.005531,12.25
140,1740546290.113511,12.34
141,1740546290.222273,12.43
142,1740546290.330168,12.52
143,1740546290.438640,12.61
144,1740546290.547028,12.71
145,1740546290.654577,12.80
146,1740546290.758683,12.89
147,1740546290.873502,12.98
148,1740546290.982287,13.07
149,1740546291.113721,13.16
150,1740546291.220544,13.25
151,1740546291.330922,13.35
152,1740546291.437074,13.44
153,1740546291.547144,13.53
154,1740546291.672895,13.62
155,1740546291.809011,13.71
156,1740546291.919075,13.81
157,1740546292.024921,13.90
158,1740546292.140667,13.99
159,1740546292.249167,14.08
160,1740546292.363357,14.17
161,1740546292.472581,14.26
162,1740546292.582003,14.35
163,1740546292.689802,14.45
164,1740546292.799538,14.54
165,1740546292.906989,14.63
166,1740546293.010505,14.72
167,1740546293.123501,14.81
168,1740546293.225423,14.90
169,1740546293.335605,15.00
170,1740546293.437751,15.09
171,1740546293.547564,15.18
172,1740546293.656644,15.27
173,1740546293.757394,15.36
174,1740546293.864192,15.45
175,1740546293.970149,15.54
176,1740546294.081917,15.64
177,1740546294.192513,15.73
178,1740546294.298996,15.82
179,1740546294.403915,15.91
180,1740546294.508052,16.00
181,1740546294.616854,16.09
182,1740546294.720345,16.18
183,1740546294.829058,16.27
184,1740546294.935467,16.37
185,1740546295.047305,16.46
186,1740546295.155892,16.55
187,1740546295.256253,16.64
188,1740546295.361814,16.73
189,1740546295.462756,16.82
190,1740546295.574314,16.92
191,1740546295.676009,17.01
192,1740546295.776426,17.10
193,1740546295.888723,17.19
194,1740546295.988894,17.28
195,1740546296.125033,17.37
196,1740546296.228165,17.46
197,1740546296.333855,17.56
198,1740546296.433215,17.65
199,1740546296.542248,17.74
200,1740546296.640544,17.83
201,1740546296.758998,17.92
202,1740546296.862897,18.01
203,1740546296.960505,18.11
204,1740546297.063507,18.20
205,1740546297.164255,18.29
206,1740546297.264693,18.38
207,1740546297.369260,18.47
208,1740546297.466653,18.56
209,1740546297.577970,18.66
210,1740546297.677498,18.75
211,1740546297.775840,18.84
212,1740546297.891140,18.93
213,1740546297.988613,19.02
214,1740546298.092374,19.11
215,1740546298.193701,19.21
216,1740546298.307129,19.30
217,1740546298.407672,19.39
218,1740546298.505930,19.48
219,1740546298.611506,19.57
220,1740546298.710060,19.66
221,1740546298.811667,19.75
222,1740546298.910771,19.85
223,1740546299.006895,19.94
224,1740546299.112237,20.03
225,1740546299.209568,20.12
226,1740546299.310789,20.21
227,1740546299.408955,20.30
228,1740546299.505419,20.39
229,1740546299.610886,20.49
230,1740546299.707767,20.58
231,1740546299.808545,20.67
232,1740546299.905805,20.76
233,1740546300.003103,20.85
234,1740546300.113395,20.94
235,1740546300.214928,21.03
236,1740546300.331890,21.13
237,1740546300.438229,21.22
238,1740546300.538815,21.31
239,1740546300.655238,21.40
240,1740546300.755769,21.49
241,1740546300.874214,21.58
242,1740546300.974924,21.68
243,1740546301.074176,21.77
244,1740546301.174255,21.86
245,1740546301.267593,21.95
246,1740546301.372228,22.04
247,1740546301.464878,22.13
248,1740546301.565199,22.22
249,1740546301.661942,22.32
250,1740546301.756541,22.41
251,1740546301.855529,22.50
252,1740546301.950530,22.59
253,1740546302.049411,22.68
254,1740546302.146358,22.77
255,1740546302.243189,22.86
256,1740546302.348054,22.96
257,1740546302.442102,23.05
258,1740546302.535043,23.14
259,1740546302.637434,23.23
260,1740546302.729339,23.32
261,1740546302.830574,23.41
262,1740546302.925364,23.50
263,1740546303.018200,23.60
264,1740546303.125018,23.69
265,1740546303.214833,23.78
266,1740546303.315086,23.87
267,1740546303.410948,23.96
268,1740546303.504161,24.05
269,1740546303.601370,24.14
270,1740546303.697848,24.24
271,1740546303.791251,24.33
272,1740546303.894868,24.42
273,1740546303.991723,24.51
274,1740546304.092938,24.60
275,1740546304.183758,24.69
276,1740546304.281439,24.78
277,1740546304.382372,24.88
278,1740546304.475298,24.97
279,1740546304.574563,25.06
280,1740546304.666431,25.15
281,1740546304.761132,25.24
282,1740546304.860771,25.33
283,1740546304.954323,25.42
284,1740546305.046161,25.52
285,1740546305.148742,25.61
286,1740546305.241721,25.70
287,1740546305.345323,25.79
288,1740546305.440117,25.88
289,1740546305.530866,25.97
290,1740546305.629052,26.06
291,1740546305.723518,26.16
292,1740546305.823148,26.25
293,1740546305.915651,26.34
294,1740546306.009123,26.43
295,1740546306.108571,26.52
296,1740546306.201660,26.61
297,1740546306.304374,26.70
298,1740546306.407073,26.80
299,1740546306.498690,26.89
300,1740546306.597553,26.98
301,1740546306.691024,27.07
302,1740546306.783315,27.16
303,1740546306.880283,27.25
304,1740546306.976712,27.34
305,1740546307.074235,27.44
306,1740546307.165924,27.53
307,1740546307.258787,27.62
308,1740546307.355761,27.71
309,1740546307.447771,27.80
310,1740546307.540778,27.89
311,1740546307.639654,27.99
312,1740546307.731118,28.08
313,1740546307.830914,28.17
314,1740546307.926105,28.26
315,1740546308.019266,28.35
316,1740546308.117912,28.44
317,1740546308.212219,28.53
318,1740546308.308080,28.63
319,1740546308.415423,28.72
320,1740546308.513329,28.81
321,1740546308.615196,28.90
322,1740546308.709313,28.99
323,1740546308.803478,29.08
324,1740546308.910244,29.17
325,1740546309.005339,29.27
326,1740546309.105874,29.36
327,1740546309.198225,29.45
328,1740546309.291219,29.54
329,1740546309.390568,29.63
330,1740546309.482979,29.72
331,1740546309.582152,29.81
332,1740546309.677471,29.91
333,1740546309.772155,30.00
334,1740546309.886354,30.09
335,1740546309.994246,30.18
336,1740546310.115979,30.27
337,1740546310.227273,30.36
338,1740546310.330324,30.46
339,1740546310.431977,30.55
340,1740546310.529078,30.64
341,1740546310.629390,30.73
342,1740546310.727111,30.82
343,1740546310.844436,30.91
344,1740546310.948343,31.00
345,1740546311.098196,31.09
346,1740546311.200508,31.19
347,1740546311.299556,31.28
348,1740546311.401867,31.37
349,1740546311.499882,31.46
350,1740546311.602937,31.55
351,1740546311.702200,31.64
352,1740546311.800098,31.73
353,1740546311.902171,31.83
354,1740546311.999931,31.92
355,1740546312.104731,32.01
356,1740546312.203803,32.10
357,1740546312.302655,32.19
358,1740546312.408172,32.28
359,1740546312.509052,32.37
360,1740546312.618904,32.47
361,1740546312.719151,32.56
362,1740546312.840371,32.65
363,1740546312.939179,32.74
364,1740546313.037409,32.83
365,1740546313.145084,32.92
366,1740546313.243007,33.01
367,1740546313.345930,33.11
368,1740546313.445081,33.20
369,1740546313.543843,33.29
370,1740546313.648561,33.38
371,1740546313.748300,33.47
372,1740546313.853215,33.56
373,1740546313.956492,33.65
374,1740546314.054778,33.75
375,1740546314.162123,33.84
376,1740546314.261448,33.93
377,1740546314.363562,34.02
378,1740546314.467197,34.11
379,1740546314.569957,34.20
380,1740546314.677428,34.29
381,1740546314.776304,34.39
382,1740546314.883258,34.48
383,1740546314.983053,34.57
384,1740546315.087235,34.66
385,1740546315.191785,34.75
386,1740546315.291433,34.84
387,1740546315.395808,34.93
388,1740546315.495224,35.03
389,1740546315.603459,35.12
390,1740546315.709723,35.21
391,1740546315.809225,35.30
392,1740546315.914101,35.39
393,1740546316.012919,35.48
394,1740546316.116807,35.57
395,1740546316.219447,35.66
396,1740546316.320249,35.76
397,1740546316.428408,35.85
398,1740546316.529279,35.94
399,1740546316.640412,36.03
400,1740546316.741614,36.12
401,1740546316.853628,36.21
402,1740546316.950512,36.30
403,1740546317.050255,36.40
404,1740546317.168451,36.49
405,1740546317.267191,36.58
406,1740546317.374927,36.67
407,1740546317.475704,36.76
408,1740546317.574448,36.85
409,1740546317.680928,36.94
410,1740546317.780094,37.04
411,1740546317.891884,37.13
412,1740546317.991893,37.22
413,1740546318.094934,37.31
414,1740546318.198043,37.40
415,1740546318.297208,37.49
416,1740546318.403840,37.58
417,1740546318.503691,37.68
418,1740546318.610657,37.77
419,1740546318.716227,37.86
420,1740546318.817781,37.95
421,1740546318.921946,38.04
422,1740546319.022271,38.13
423,1740546319.128947,38.22
424,1740546319.228811,38.32
425,1740546319.327613,38.41
426,1740546319.429060,38.50
427,1740546319.530394,38.59
428,1740546319.639288,38.68
429,1740546319.740041,38.77
430,1740546319.838680,38.86
431,1740546319.945048,38.95
432,1740546320.043567,39.05
433,1740546320.144454,39.14
434,1740546320.243173,39.23
435,1740546320.339579,39.32
436,1740546320.446366,39.41
437,1740546320.547886,39.50
438,1740546320.651921,39.59
439,1740546320.753629,39.69
440,1740546320.864454,39.78
441,1740546320.988124,39.87
442,1740546321.098519,39.96
443,1740546321.209791,40.05
444,1740546321.313797,40.14
445,1740546321.423344,40.23
446,1740546321.529911,40.33
447,1740546321.644148,40.42
448,1740546321.744581,40.51
449,1740546321.851409,40.60
450,1740546321.963241,40.69
451,1740546322.061610,40.78
452,1740546322.174155,40.87
453,1740546322.278601,40.97
454,1740546322.382159,41.06
455,1740546322.481052,41.15
456,1740546322.578929,41.24
457,1740546322.687839,41.33
458,1740546322.790355,41.42
459,1740546322.896540,41.51
460,1740546322.997883,41.61
461,1740546323.092439,41.70
462,1740546323.197016,41.79
463,1740546323.297191,41.88
464,1740546323.400436,41.97
465,1740546323.497212,42.06
466,1740546323.594447,42.15
467,1740546323.706807,42.24
468,1740546323.807311,42.34
469,1740546323.913554,42.43
470,1740546324.007955,42.52
471,1740546324.120303,42.61
472,1740546324.214431,42.70
473,1740546324.314803,42.79
474,1740546324.415645,42.89
475,1740546324.514795,42.98
476,1740546324.622449,43.07
477,1740546324.720397,43.16
478,1740546324.821897,43.25
479,1740546324.930670,43.34
480,1740546325.031269,43.43
481,1740546325.134486,43.52
482,1740546325.234939,43.62
483,1740546325.332875,43.71
484,1740546325.439142,43.80
485,1740546325.541596,43.89
486,1740546325.648828,43.98
487,1740546325.747628,44.08
488,1740546325.847548,44.17
489,1740546325.952204,44.26
490,1740546326.050846,44.35
491,1740546326.152925,44.44
492,1740546326.253043,44.53
493,1740546326.351131,44.62
494,1740546326.455802,44.71
495,1740546326.555777,44.80
496,1740546326.671319,44.90
497,1740546326.777038,44.99
498,1740546326.893324,45.08
499,1740546326.998319,45.17
500,1740546327.095767,45.26
501,1740546327.203228,45.35
502,1740546327.303197,45.44
503,1740546327.408745,45.54
504,1740546327.510987,45.63
505,1740546327.610141,45.72
506,1740546327.720411,45.81
507,1740546327.822711,45.90
508,1740546327.931982,45.99
509,1740546328.030261,46.08
510,1740546328.142492,46.18
511,1740546328.248146,46.27
512,1740546328.346102,46.36
513,1740546328.456149,46.45
514,1740546328.560466,46.54
515,1740546328.672360,46.63
516,1740546328.781095,46.72
517,1740546328.892578,46.82
518,1740546328.997271,46.91
519,1740546329.099433,47.00
520,1740546329.207208,47.09
521,1740546329.312509,47.18
522,1740546329.425113,47.27
523,1740546329.529386,47.36
524,1740546329.643408,47.45
525,1740546329.746773,47.55
526,1740546329.848989,47.64
527,1740546329.957111,47.73
528,1740546330.062140,47.82
529,1740546330.177427,47.91
530,1740546330.282394,48.01
531,1740546330.395327,48.10
532,1740546330.497236,48.19
533,1740546330.599385,48.28
534,1740546330.708468,48.37
535,1740546330.816293,48.46
536,1740546330.932476,48.55
537,1740546331.036382,48.65
538,1740546331.150067,48.74
539,1740546331.251310,48.83
540,1740546331.353719,48.92
541,1740546331.463125,49.01
542,1740546331.564664,49.10
543,1740546331.678190,49.19
544,1740546331.782354,49.28
