frame,timestamp,curvilinear_abscissa
1,1740547974.582521,0.07
2,1740547974.788086,0.14
3,1740547974.888044,0.21
4,1740547975.097748,0.28
5,1740547975.313673,0.35
6,1740547975.514024,0.42
7,1740547975.713244,0.49
8,1740547975.826655,0.56
9,1740547975.924316,0.63
10,1740547976.023216,0.70
11,1740547976.120867,0.77
12,1740547976.233112,0.84
13,1740547976.331633,0.91
14,1740547976.433170,0.98
15,1740547976.548169,1.05
16,1740547976.647677,1.12
17,1740547976.750120,1.19
18,1740547976.847612,1.26
19,1740547976.954771,1.33
20,1740547977.055351,1.40
21,1740547977.154514,1.47
22,1740547977.263496,1.54
23,1740547977.364661,1.61
24,1740547977.465421,1.68
25,1740547977.563644,1.75
26,1740547977.662483,1.82
27,1740547977.764221,1.89
28,1740547977.864903,1.96
29,1740547977.966475,2.03
30,1740547978.065193,2.10
31,1740547978.163355,2.17
32,1740547978.263764,2.24
33,1740547978.363937,2.31
34,1740547978.471725,2.38
35,1740547978.570612,2.45
36,1740547978.668160,2.52
37,1740547978.770392,2.59
38,1740547978.868716,2.66
39,1740547978.979473,2.73
40,1740547979.084276,2.80
41,1740547979.190842,2.87
42,1740547979.300414,2.94
43,1740547979.407145,3.01
44,1740547979.518246,3.08
45,1740547979.625350,3.15
46,1740547979.735773,3.22
47,1740547979.835270,3.29
48,1740547979.931677,3.36
49,1740547980.047307,3.43
50,1740547980.142809,3.50
51,1740547980.248720,3.57
52,1740547980.344197,3.64
53,1740547980.445854,3.71
54,1740547980.548210,3.78
55,1740547980.647813,3.85
56,1740547980.754170,3.92
57,1740547980.851470,3.99
58,1740547980.947389,4.06
59,1740547981.046870,4.13
60,1740547981.148510,4.20
61,1740547981.255358,4.27
62,1740547981.352456,4.34
63,1740547981.448624,4.41
64,1740547981.549456,4.47
65,1740547981.648948,4.54
66,1740547981.755465,4.61
67,1740547981.852237,4.68
68,1740547981.948092,4.75
69,1740547982.047384,4.82
70,1740547982.144024,4.89
71,1740547982.248098,4.96
72,1740547982.349115,5.03
73,1740547982.447092,5.10
74,1740547982.549321,5.17
75,1740547982.649600,5.24
76,1740547982.755796,5.31
77,1740547982.853211,5.38
78,1740547982.951895,5.45
79,1740547983.054748,5.52
80,1740547983.152468,5.59
81,1740547983.257956,5.66
82,1740547983.356576,5.73
83,1740547983.456425,5.80
84,1740547983.563467,5.87
85,1740547983.661005,5.94
86,1740547983.763599,6.01
87,1740547983.868420,6.08
88,1740547983.977420,6.15
89,1740547984.076467,6.22
90,1740547984.176035,6.29
91,1740547984.281766,6.36
92,1740547984.378894,6.43
93,1740547984.487674,6.50
94,1740547984.598597,6.57
95,1740547984.702304,6.64
96,1740547984.804391,6.71
97,1740547984.903543,6.78
98,1740547985.016929,6.85
99,1740547985.116562,6.92
100,1740547985.218591,6.99
101,1740547985.321838,7.06
102,1740547985.420988,7.13
103,1740547985.529205,7.20
104,1740547985.626669,7.27
105,1740547985.732929,7.34
106,1740547985.832667,7.41
107,1740547985.932586,7.48
108,1740547986.036423,7.55
109,1740547986.134586,7.62
110,1740547986.239875,7.69
111,1740547986.340488,7.76
112,1740547986.439480,7.83
113,1740547986.555275,7.90
114,1740547986.655567,7.97
115,1740547986.763584,8.04
116,1740547986.865255,8.11
117,1740547986.962714,8.18
118,1740547987.067261,8.25
119,1740547987.166848,8.32
120,1740547987.276631,8.39
121,1740547987.379915,8.46
122,1740547987.483166,8.53
123,1740547987.585959,8.60
124,1740547987.689571,8.67
125,1740547987.816180,8.74
126,1740547987.921348,8.81
127,1740547988.034322,8.88
128,1740547988.141525,8.95
129,1740547988.254927,9.02
130,1740547988.364674,9.09
131,1740547988.473910,9.16
132,1740547988.596574,9.23
133,1740547988.700342,9.30
134,1740547988.811912,9.37
135,1740547988.914580,9.44
136,1740547989.018027,9.51
137,1740547989.119086,9.58
138,1740547989.219467,9.65
139,1740547989.323582,9.72
140,1740547989.423716,9.79
141,1740547989.533775,9.86
142,1740547989.633773,9.93
143,1740547989.733829,10.00
144,1740547989.842549,10.07
145,1740547989.946035,10.14
146,1740547990.054557,10.21
147,1740547990.155224,10.28
148,1740547990.261210,10.35
149,1740547990.367810,10.42
150,1740547990.466814,10.49
151,1740547990.584608,10.56
152,1740547990.689903,10.63
153,1740547990.804907,10.70
154,1740547990.917365,10.77
155,1740547991.021926,10.84
156,1740547991.127398,10.91
157,1740547991.231457,10.98
158,1740547991.340623,11.05
159,1740547991.443055,11.12
160,1740547991.552201,11.19
161,1740547991.653238,11.26
162,1740547991.760565,11.33
163,1740547991.868750,11.40
164,1740547991.967770,11.46
165,1740547992.076700,11.53
166,1740547992.185490,11.60
167,1740547992.293104,11.67
168,1740547992.402929,11.74
169,1740547992.510330,11.81
170,1740547992.619256,11.88
171,1740547992.723260,11.95
172,1740547992.835552,12.02
173,1740547992.937698,12.09
174,1740547993.050909,12.16
175,1740547993.154044,12.23
176,1740547993.263599,12.30
177,1740547993.369639,12.37
178,1740547993.475248,12.44
179,1740547993.584569,12.51
180,1740547993.690758,12.58
181,1740547993.802691,12.65
182,1740547993.907610,12.72
183,1740547994.019139,12.79
184,1740547994.125705,12.86
185,1740547994.233510,12.93
186,1740547994.345822,13.00
187,1740547994.468836,13.07
188,1740547994.579469,13.14
189,1740547994.691683,13.21
190,1740547994.803371,13.28
191,1740547994.909507,13.35
192,1740547995.021933,13.42
193,1740547995.131753,13.49
194,1740547995.238028,13.56
195,1740547995.355663,13.63
196,1740547995.462696,13.70
197,1740547995.576788,13.77
198,1740547995.685066,13.84
199,1740547995.796081,13.91
200,1740547995.904079,13.98
201,1740547996.021399,14.05
202,1740547996.131244,14.12
203,1740547996.244538,14.19
204,1740547996.361283,14.26
205,1740547996.473015,14.33
206,1740547996.590500,14.40
207,1740547996.703618,14.47
208,1740547996.829299,14.54
209,1740547996.941931,14.61
210,1740547997.059235,14.68
211,1740547997.170092,14.75
212,1740547997.287757,14.82
213,1740547997.400923,14.89
214,1740547997.520828,14.96
215,1740547997.630293,15.03
216,1740547997.749284,15.10
217,1740547997.866112,15.17
218,1740547997.977727,15.24
219,1740547998.102754,15.31
220,1740547998.212811,15.38
221,1740547998.339789,15.45
222,1740547998.451669,15.52
223,1740547998.569566,15.59
224,1740547998.680485,15.66
225,1740547998.805271,15.73
226,1740547998.918415,15.80
227,1740547999.033907,15.87
228,1740547999.146300,15.94
229,1740547999.275470,16.01
230,1740547999.388070,16.08
231,1740547999.497271,16.15
232,1740547999.618736,16.22
233,1740547999.724085,16.29
234,1740547999.846454,16.36
235,1740547999.954009,16.43
236,1740548000.069465,16.50
237,1740548000.174171,16.57
238,1740548000.288926,16.64
239,1740548000.392905,16.71
240,1740548000.499790,16.78
241,1740548000.608550,16.85
242,1740548000.717947,16.92
243,1740548000.830059,16.99
244,1740548000.938769,17.06
245,1740548001.052338,17.13
246,1740548001.163522,17.20
247,1740548001.288980,17.27
248,1740548001.390769,17.34
249,1740548001.495844,17.41
250,1740548001.605213,17.48
251,1740548001.712234,17.55
252,1740548001.827215,17.62
253,1740548001.936880,17.69
254,1740548002.051350,17.76
255,1740548002.160137,17.83
256,1740548002.285165,17.90
257,1740548002.397290,17.97
258,1740548002.509094,18.04
259,1740548002.626698,18.11
260,1740548002.736961,18.18
261,1740548002.858794,18.25
262,1740548002.969733,18.32
263,1740548003.088758,18.39
264,1740548003.197341,18.46
265,1740548003.323758,18.53
266,1740548003.430854,18.60
267,1740548003.547477,18.67
268,1740548003.659311,18.74
269,1740548003.773980,18.81
270,1740548003.891583,18.88
271,1740548004.004570,18.95
272,1740548004.121570,19.02
273,1740548004.227200,19.09
274,1740548004.351175,19.16
275,1740548004.458254,19.23
276,1740548004.572280,19.30
277,1740548004.681285,19.36
278,1740548004.795472,19.43
279,1740548004.908424,19.50
280,1740548005.019714,19.57
281,1740548005.135557,19.64
282,1740548005.243056,19.71
283,1740548005.357620,19.78
284,1740548005.464971,19.85
285,1740548005.579867,19.92
286,1740548005.688198,19.99
287,1740548005.802227,20.06
288,1740548005.909116,20.13
289,1740548006.022293,20.20
290,1740548006.139979,20.27
291,1740548006.243899,20.34
292,1740548006.358154,20.41
293,1740548006.465247,20.48
294,1740548006.578997,20.55
295,1740548006.688600,20.62
296,1740548006.795505,20.69
297,1740548006.906941,20.76
298,1740548007.007263,20.83
299,1740548007.111305,20.90
300,1740548007.211621,20.97
301,1740548007.320140,21.04
302,1740548007.423039,21.11
303,1740548007.540604,21.18
304,1740548007.638870,21.25
305,1740548007.739240,21.32
306,1740548007.855410,21.39
307,1740548007.958082,21.46
308,1740548008.073580,21.53
309,1740548008.175223,21.60
310,1740548008.283878,21.67
311,1740548008.391876,21.74
312,1740548008.495363,21.81
313,1740548008.616378,21.88
314,1740548008.721469,21.96
315,1740548008.835804,22.03
316,1740548008.938342,22.10
317,1740548009.055910,22.17
318,1740548009.155400,22.24
319,1740548009.255038,22.31
320,1740548009.371157,22.37
321,1740548009.474268,22.44
322,1740548009.578421,22.51
323,1740548009.681134,22.58
324,1740548009.783451,22.66
325,1740548009.890985,22.73
326,1740548009.989748,22.80
327,1740548010.094483,22.87
328,1740548010.194343,22.94
329,1740548010.299460,23.01
330,1740548010.405087,23.07
331,1740548010.506354,23.14
332,1740548010.621740,23.21
333,1740548010.719656,23.28
334,1740548010.821361,23.35
335,1740548010.922482,23.42
336,1740548011.022489,23.49
337,1740548011.128048,23.56
338,1740548011.227546,23.63
339,1740548011.337151,23.70
340,1740548011.436608,23.77
341,1740548011.535201,23.84
342,1740548011.642124,23.91
343,1740548011.741226,23.98
344,1740548011.845756,24.05
345,1740548011.945412,24.12
346,1740548012.051732,24.19
347,1740548012.156919,24.26
348,1740548012.257011,24.33
349,1740548012.370625,24.40
350,1740548012.470288,24.47
351,1740548012.573293,24.54
352,1740548012.678764,24.61
353,1740548012.788270,24.68
354,1740548012.894035,24.75
355,1740548012.996344,24.82
