,X,Y,Z,Roll,Pitch,Yaw
198,0.993235,-9.29174,43.233,18.7682,5.90926,-58.8282
199,1.1703,-9.19522,43.8401,19.1487,5.86651,-58.6161
200,0.222662,-10.3648,47.5052,21.9433,1.68911,-50.0905
201,0.560417,-10.1438,46.4459,16.8391,17.545,-85.6434
202,1.20444,-10.3888,46.3026,20.2039,18.0642,-84.4862
203,1.20444,-10.3888,46.3026,20.2039,18.0642,-84.4862
204,1.20444,-10.3888,46.3026,20.2039,18.0642,-84.4862
205,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
206,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
207,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
208,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
209,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
210,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
211,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
212,-0.310768,-11.2189,45.2706,26.3091,12.3579,-73.6661
213,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
214,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
215,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
216,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
217,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
218,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
219,-3.18503,-11.7455,46.9536,29.0343,-9.25523,-42.0722
220,-6.7766,-11.7929,48.2145,35.5111,-1.04268,-62.6127
221,-4.91354,-11.1629,44.755,26.251,27.0382,-102.102
222,-8.694,-11.5172,45.8031,40.3233,7.68882,-78.2135
223,-8.694,-11.5172,45.8031,40.3233,7.68882,-78.2135
224,-9.43645,-10.4536,46.5721,38.2528,19.6821,-89.7378
225,-9.43645,-10.4536,46.5721,38.2528,19.6821,-89.7378
226,-10.1061,-10.6447,48.589,41.7346,7.4929,-76.6159
227,-10.3997,-10.9716,48.7713,41.9012,8.42848,-77.1868
228,-10.1961,-11.2178,48.5487,41.9882,9.40243,-77.9586
229,-10.2471,-11.4548,48.6435,42.3053,8.75137,-77.1332
230,-10.8223,-11.8086,48.8565,42.4088,8.59733,-76.5827
231,-11.3523,-12.1621,48.8437,41.6867,9.91865,-77.5272
232,-8.49884,-10.7748,50.0919,39.7092,-8.78048,-57.0429
233,-8.75843,-11.5984,51.4234,37.3652,-7.63041,-55.4592
234,-7.78923,-11.4277,48.7458,29.9466,21.2061,-90.2906
235,-6.80061,-12.0388,48.5795,29.4329,21.2253,-90.6987
236,-8.08643,-12.4683,51.2032,35.4681,-3.48638,-57.8476
237,-8.23027,-11.9496,49.2941,34.2059,7.22597,-71.2353
238,-7.67257,-12.4261,49.7758,34.2941,7.02733,-70.91
239,-7.6735,-12.5192,49.8275,33.9257,7.06418,-70.7898
240,-7.67003,-12.2496,50.1308,33.7187,7.72649,-71.3831
241,-7.67003,-12.2496,50.1308,33.7187,7.72649,-71.3831
242,-7.67003,-12.2496,50.1308,33.7187,7.72649,-71.3831
243,-11.7431,-11.6526,49.2721,44.5204,6.39548,-69.0378
244,-12.8722,-12.8887,48.7926,45.1126,16.2411,-77.0441
245,-10.0252,-11.0939,45.2951,49.2902,0.553019,-66.4623
246,-10.8313,-11.4525,46.161,50.6412,-1.90563,-64.3797
247,-13.8154,-11.594,49.6111,47.7536,19.3494,-77.7896
248,-12.0708,-11.6261,45.9957,46.1767,25.5923,-83.9867
249,-12.0708,-11.6261,45.9957,46.1767,25.5923,-83.9867
250,-11.9895,-11.2308,48.4361,54.774,-4.51997,-62.7956
251,-12.2474,-10.6938,44.6579,51.0452,31.4008,-84.7518
252,-13.5819,-12.3227,46.3999,57.7439,1.07582,-66.2616
253,-14.6081,-12.8168,47.4399,53.5187,27.4657,-80.3235
254,-12.7303,-11.984,44.0316,56.1623,16.3944,-75.3589
255,-13.6082,-12.1086,45.3076,58.3678,11.6119,-71.6019
256,-13.6082,-12.1086,45.3076,58.3678,11.6119,-71.6019
257,-13.6082,-12.1086,45.3076,58.3678,11.6119,-71.6019
258,-12.6933,-10.608,43.6953,60.6106,12.1618,-72.3556
259,-12.6933,-10.608,43.6953,60.6106,12.1618,-72.3556
260,-16.1538,-12.4502,49.3586,64.7253,6.72579,-69.2752
261,-15.1235,-12.4763,43.5803,65.4531,6.73481,-71.2501
262,-16.0895,-11.7015,44.9786,67.2041,4.82886,-70.8296
263,-16.0895,-11.7015,44.9786,67.2041,4.82886,-70.8296
264,-16.0895,-11.7015,44.9786,67.2041,4.82886,-70.8296
265,-17.5594,-12.3396,45.0792,69.8061,5.47718,-71.3595
266,-17.5594,-12.3396,45.0792,69.8061,5.47718,-71.3595
267,-19.1447,-12.5456,49.4533,70.8791,14.8732,-73.3161
268,-19.1447,-12.5456,49.4533,70.8791,14.8732,-73.3161
269,-17.4132,-11.7532,48.269,72.4925,7.15113,-71.1318
270,-18.6316,-11.741,46.4602,71.5299,8.97756,-72.0986
271,-18.3327,-12.6544,47.3961,71.408,10.404,-72.261
272,-18.1529,-13.1628,48.0702,71.5842,10.1363,-71.62
273,-18.3614,-13.2413,48.1611,71.5779,10.5526,-71.2859
274,-18.0776,-13.6062,49.7486,71.7282,14.6873,-71.238
275,-16.8568,-12.6201,45.0074,71.9955,7.59463,-69.2382
276,-17.8755,-13.3209,50.4679,73.5736,10.0501,-68.1536
277,-18.3294,-14.2399,48.7091,73.8459,14.2779,-68.6342
278,-18.3133,-13.9277,45.6089,75.0989,8.71456,-67.5622
279,-17.8163,-13.5244,46.8428,77.1522,5.92622,-66.8493
280,-20.0047,-14.7475,49.4674,80.1838,3.78897,-65.6996
281,-19.5545,-15.7613,47.6904,80.7615,10.2084,-66.6496
282,-19.9812,-15.545,49.3784,81.5103,9.8709,-66.5102
283,-19.901,-15.2328,48.14,80.6159,10.3347,-66.4659
284,-20.4658,-15.6579,48.8953,81.1738,10.3406,-66.3564
285,-20.7125,-15.7685,49.3689,81.3574,10.4852,-66.2342
286,-20.9553,-15.5745,49.4736,81.48,9.80989,-66.0233
287,-20.9384,-15.5587,49.4455,81.5217,9.13416,-65.9397
288,-20.7453,-15.4969,50.8947,80.632,9.86932,-66.0129
289,-19.4403,-14.8068,50.3906,76.7285,7.35707,-65.8555
290,-19.6924,-16.3879,50.0385,70.6473,13.1882,-66.8486
291,-16.4532,-15.6635,49.5685,58.5592,9.24211,-67.6853
292,-17.3803,-15.7603,54.4746,59.3772,2.96155,-63.5391
293,-17.7739,-15.9196,54.6761,58.4767,8.08143,-65.5849
294,-15.9856,-14.0848,50.9223,58.1842,5.04482,-65.1475
295,-16.6971,-15.0329,52.4112,58.5009,4.87375,-64.7478
296,-16.633,-14.7379,52.416,58.404,5.47325,-65.0573
297,-16.6342,-14.5856,52.2913,58.4448,5.07642,-65.0078
298,-16.4608,-14.6138,52.4496,58.6295,5.51114,-65.3582
299,-16.686,-14.7067,51.9577,59.254,6.94639,-66.3208
300,-16.7817,-15.1634,50.7729,60.1343,10.1602,-68.2069
301,-18.2849,-15.9716,52.081,62.7395,5.9766,-65.7361
302,-18.5254,-15.0003,51.1414,63.4196,4.31258,-65.1437
303,-17.714,-15.1416,50.7168,62.5105,8.78336,-67.3114
304,-17.6899,-14.7731,50.0122,63.739,10.6987,-68.074
305,-18.3241,-14.7203,51.9538,66.3623,1.41035,-64.1869
306,-18.236,-14.5643,50.3764,66.0064,0.3213,-64.2892
307,-18.3638,-14.6165,50.5418,65.6142,5.8219,-65.7758
308,-18.4053,-14.7475,50.3625,66.1039,5.41319,-65.673
309,-20.0616,-15.6948,51.9837,68.0579,7.96575,-67.7877
310,-20.2003,-15.084,50.6448,68.849,9.67503,-69.1964
311,-20.7715,-15.1289,48.656,70.4391,6.74021,-69.4574
312,-20.5267,-14.1863,51.6771,72.3853,6.78276,-69.246
313,-21.0236,-13.8647,51.7882,72.8934,9.90272,-69.8855
314,-20.7695,-14.4489,49.458,72.9867,9.73515,-70.073
315,-20.5806,-14.1025,50.3174,72.8644,8.17324,-69.7633
316,-20.7525,-14.1428,50.394,73.127,8.45708,-69.7762
317,-20.8406,-14.4133,50.3224,73.383,8.78339,-69.8286
318,-20.846,-14.591,50.2775,73.5578,8.68812,-69.9001
319,-21.0552,-14.6159,50.2806,74.1142,8.95479,-70.303
320,-21.2589,-14.4921,49.4886,74.4543,12.9358,-71.8849
321,-21.0381,-14.384,50.9211,75.8303,6.71316,-71.6396
322,-21.3573,-14.3138,51.9183,75.9659,6.49446,-72.0501
323,-21.138,-14.2748,49.5043,74.9364,13.6355,-73.4689
324,-21.46,-14.7924,50.6677,75.4949,9.46907,-72.6538
325,-21.4312,-14.8407,50.6563,75.5116,9.79273,-73.0004
326,-21.6244,-14.9486,50.7534,75.5011,9.57968,-73.3243
327,-21.8167,-15.0162,50.7077,75.4619,9.46989,-73.5474
328,-22.1107,-14.1208,53.1898,75.9873,5.89042,-74.7476
329,-22.1107,-14.1208,53.1898,75.9873,5.89042,-74.7476
330,-22.447,-14.1544,49.4364,75.3878,9.53555,-75.1641
331,-22.5543,-14.4524,51.7525,75.7942,9.01303,-74.8845
332,-22.226,-14.2939,51.609,75.9089,6.37472,-73.8342
333,-23.0524,-14.9604,52.7453,75.9114,13.7776,-74.1439
334,-22.4188,-14.7798,51.2696,75.8509,9.58066,-73.8969
335,-22.2858,-14.8269,51.0588,75.827,9.85823,-73.6972
336,-22.3439,-14.8737,50.9512,75.7717,9.81921,-73.627
337,-22.3041,-14.9161,50.9613,75.8302,9.81099,-73.6668
338,-22.2823,-14.082,51.8199,76.6458,5.75582,-74.7136
339,-22.5332,-14.3009,52.2018,76.3819,9.46388,-74.7021
340,-22.7363,-14.3148,52.3436,76.6983,9.10958,-74.9595
341,-22.6143,-14.022,50.5507,77.1693,10.9929,-75.5269
342,-23.5237,-15.5422,54.6467,79.2162,11.4869,-75.8897
343,-24.1997,-15.853,55.9733,80.8295,11.2615,-76.4391
344,-24.1997,-15.853,55.9733,80.8295,11.2615,-76.4391
345,-25.4125,-16.2085,52.2216,82.3554,11.4957,-76.6759
346,-25.5634,-17.2336,52.6293,84.0562,10.4582,-76.2474
347,-26.0818,-16.9571,56.0595,85.1545,10.4613,-76.0297
348,-26.8249,-16.4754,53.1463,88.07,12.5736,-76.1366
349,-26.8249,-16.4754,53.1463,88.07,12.5736,-76.1366
350,-28.2244,-16.6918,54.9575,89.3255,10.5442,-76.2755
351,-28.3439,-16.5192,53.2077,89.8589,12.1846,-76.2812
352,-28.3439,-16.5192,53.2077,89.8589,12.1846,-76.2812
353,-27.7193,-16.7677,55.5881,91.0446,16.6276,-76.4254
354,-28.0142,-15.7875,51.7176,90.3021,10.2789,-76.8547
355,-27.9543,-16.2848,54.3299,90.6257,11.8209,-76.9038
356,-28.1051,-16.2876,54.2627,90.653,12.1414,-76.9238
357,-28.1689,-16.3769,54.0507,90.5938,12.1642,-77.0932
358,-28.1956,-16.4527,54.2592,90.5818,12.2745,-77.1392
359,-28.1744,-16.6269,54.2776,90.6366,11.707,-77.1146
360,-28.3161,-16.8687,54.4576,90.7888,11.4685,-76.757
361,-28.2816,-17.0804,54.3277,90.9611,11.5237,-76.3875
362,-28.2809,-16.897,54.3224,91.313,11.3854,-75.8183
363,-28.4289,-16.9832,54.3341,91.5022,10.4048,-75.5536
364,-28.3295,-17.0075,54.1795,91.6149,10.4115,-75.0619
365,-28.185,-16.9171,54.4864,91.5666,10.352,-74.886
366,-28.0485,-17.1926,54.5586,91.3287,9.97206,-74.6642
367,-27.501,-17.4271,56.8828,83.2617,9.79629,-72.6025
368,-26.4296,-17.2721,54.9556,82.7442,8.67616,-72.8175
369,-27.1084,-20.5467,58.0109,81.1711,13.3365,-71.9301
370,-27.1084,-20.5467,58.0109,81.1711,13.3365,-71.9301
371,-27.0667,-17.1145,53.8967,78.8981,4.93568,-71.2568
372,-25.4973,-16.5907,55.5375,79.8603,7.08483,-71.6178
373,-26.3454,-17.6254,56.0049,79.7443,7.77902,-71.561
374,-26.3454,-17.6254,56.0049,79.7443,7.77902,-71.561
375,-27.0207,-16.6469,54.3766,81.8513,10.7519,-73.095
376,-27.3552,-17.4821,54.9113,82.7436,9.34004,-73.2209
377,-28.0807,-16.9635,53.8594,84.6855,7.45852,-73.6654
378,-27.9606,-17.0432,53.8647,86.0283,8.60968,-73.6385
379,-27.3665,-16.2074,55.9553,86.6452,9.63637,-73.618
380,-27.9765,-16.4921,55.9387,86.5388,8.03417,-73.5654
381,-27.6713,-16.7363,54.6183,86.3985,9.40236,-73.6209
382,-27.6561,-17.0148,54.7035,86.6821,9.70015,-73.5534
383,-27.7565,-17.2544,54.7042,86.7883,9.76406,-73.5167
384,-27.891,-17.5838,54.7458,87.0116,9.45368,-73.3913
385,-27.9321,-17.8974,54.967,87.1959,9.59274,-73.1667
386,-27.8239,-18.5232,56.2115,88.44,12.7665,-71.2351
387,-28.6737,-19.0123,55.2654,88.8831,8.60993,-71.2465
388,-28.533,-18.8869,55.8937,90.4857,10.6304,-70.9372
389,-28.1247,-18.3297,56.2911,90.7257,9.38016,-71.0886
390,-28.7187,-19.0131,56.1143,90.2245,9.53514,-70.9323
391,-28.8806,-19.045,56.0522,90.6186,9.74358,-70.8438
392,-28.9742,-19.1232,56.0043,90.8216,9.90226,-70.8947
393,-30.2414,-20.3148,56.1114,92.7403,11.9142,-71.7337
394,-30.562,-19.9552,56.304,93.7238,8.9775,-72.8175
395,-31.0195,-20.1155,56.7607,94.9433,10.9403,-73.1752
396,-31.266,-19.9037,56.3086,95.1479,9.34967,-73.3946
397,-30.9791,-19.7069,56.4629,95.114,10.873,-73.1291
398,-31.0201,-19.9148,56.3873,95.1863,11.1016,-72.9711
399,-30.9533,-20.0845,56.4472,95.0954,11.0706,-72.6593
400,-30.7756,-20.013,56.235,94.978,10.9353,-72.2284
401,-30.7125,-20.0998,56.1305,94.9072,10.6623,-71.9352
402,-30.581,-20.013,55.8906,94.9706,10.5167,-71.5265
