frame,timestamp,curvilinear_abscissa
5,1740547231.436668,0.11
6,1740547231.784911,0.21
7,1740547231.968937,0.32
8,1740547232.119036,0.42
9,1740547232.221594,0.53
10,1740547232.325137,0.63
11,1740547232.429558,0.74
12,1740547232.537280,0.84
13,1740547232.642668,0.94
14,1740547232.746827,1.05
15,1740547232.854570,1.15
16,1740547232.956933,1.26
17,1740547233.064831,1.36
18,1740547233.171370,1.47
19,1740547233.279705,1.57
20,1740547233.384481,1.68
21,1740547233.487437,1.78
22,1740547233.596669,1.88
23,1740547233.704403,1.99
24,1740547233.811112,2.09
25,1740547233.914262,2.20
26,1740547234.029325,2.30
27,1740547234.134873,2.41
28,1740547234.238684,2.51
29,1740547234.341426,2.61
30,1740547234.439653,2.72
31,1740547234.544672,2.82
32,1740547234.653189,2.93
33,1740547234.756619,3.03
34,1740547234.872481,3.14
35,1740547234.975592,3.24
36,1740547235.089959,3.35
37,1740547235.186810,3.45
38,1740547235.289105,3.55
39,1740547235.387675,3.66
40,1740547235.484932,3.76
41,1740547235.595481,3.87
42,1740547235.694539,3.97
43,1740547235.799548,4.08
44,1740547235.903331,4.18
45,1740547236.004943,4.28
46,1740547236.112116,4.39
47,1740547236.220399,4.49
48,1740547236.327727,4.60
49,1740547236.433728,4.70
50,1740547236.544783,4.81
51,1740547236.653410,4.91
52,1740547236.756720,5.01
53,1740547236.866517,5.12
54,1740547236.970980,5.22
55,1740547237.076087,5.33
56,1740547237.175874,5.43
57,1740547237.292248,5.54
58,1740547237.389633,5.64
59,1740547237.487588,5.74
60,1740547237.612579,5.85
61,1740547237.712973,5.95
62,1740547237.822913,6.06
63,1740547237.922710,6.16
64,1740547238.023277,6.27
65,1740547238.133505,6.37
66,1740547238.234622,6.48
67,1740547238.341659,6.58
68,1740547238.441787,6.68
69,1740547238.546971,6.79
70,1740547238.655384,6.89
71,1740547238.753674,7.00
72,1740547238.859767,7.10
73,1740547238.960194,7.21
74,1740547239.071772,7.31
75,1740547239.172868,7.41
76,1740547239.274263,7.52
77,1740547239.384585,7.62
78,1740547239.485418,7.73
79,1740547239.590598,7.83
80,1740547239.690805,7.94
81,1740547239.795542,8.04
82,1740547239.898033,8.15
83,1740547240.001391,8.25
84,1740547240.110199,8.35
85,1740547240.215596,8.46
86,1740547240.328614,8.56
87,1740547240.433475,8.67
88,1740547240.545563,8.77
89,1740547240.656781,8.88
90,1740547240.760897,8.98
91,1740547240.872948,9.08
92,1740547240.975548,9.19
93,1740547241.087659,9.29
94,1740547241.194731,9.40
95,1740547241.304927,9.50
96,1740547241.410928,9.61
97,1740547241.517723,9.71
98,1740547241.625221,9.82
99,1740547241.729602,9.92
100,1740547241.840766,10.02
101,1740547241.945048,10.13
102,1740547242.053980,10.23
103,1740547242.159671,10.34
104,1740547242.266111,10.44
105,1740547242.376433,10.55
106,1740547242.482216,10.65
107,1740547242.594458,10.75
108,1740547242.703194,10.86
109,1740547242.816262,10.96
110,1740547242.924372,11.07
111,1740547243.034286,11.17
112,1740547243.143791,11.28
113,1740547243.250963,11.38
114,1740547243.364067,11.49
115,1740547243.472322,11.59
116,1740547243.582426,11.69
117,1740547243.689851,11.80
118,1740547243.799434,11.90
119,1740547243.908628,12.01
120,1740547244.015285,12.11
121,1740547244.128378,12.22
122,1740547244.239756,12.32
123,1740547244.360592,12.42
124,1740547244.469608,12.53
125,1740547244.582101,12.63
126,1740547244.691525,12.74
127,1740547244.807711,12.84
128,1740547244.912869,12.95
129,1740547245.021057,13.05
130,1740547245.134874,13.15
131,1740547245.243702,13.26
132,1740547245.366746,13.36
133,1740547245.475868,13.47
134,1740547245.587905,13.57
135,1740547245.700195,13.68
136,1740547245.811814,13.78
137,1740547245.920355,13.89
138,1740547246.022497,13.99
139,1740547246.130757,14.10
140,1740547246.236207,14.20
141,1740547246.344015,14.31
142,1740547246.447509,14.41
143,1740547246.557731,14.51
144,1740547246.662960,14.62
145,1740547246.769402,14.72
146,1740547246.883809,14.83
147,1740547246.990058,14.93
148,1740547247.099895,15.04
149,1740547247.207824,15.14
150,1740547247.313969,15.25
151,1740547247.420547,15.35
152,1740547247.522018,15.46
153,1740547247.626687,15.56
154,1740547247.732803,15.66
155,1740547247.860053,15.77
156,1740547247.960706,15.87
157,1740547248.068942,15.98
158,1740547248.174937,16.08
159,1740547248.274137,16.19
160,1740547248.380918,16.29
161,1740547248.483480,16.39
162,1740547248.592234,16.50
163,1740547248.692604,16.60
164,1740547248.803504,16.71
165,1740547248.908731,16.81
166,1740547249.009909,16.92
167,1740547249.114938,17.02
168,1740547249.217336,17.13
169,1740547249.332141,17.23
170,1740547249.434113,17.33
171,1740547249.540686,17.44
172,1740547249.645015,17.54
173,1740547249.746117,17.65
174,1740547249.864170,17.75
175,1740547249.965248,17.86
176,1740547250.075907,17.96
177,1740547250.177429,18.07
178,1740547250.277705,18.17
179,1740547250.383173,18.28
180,1740547250.486373,18.38
181,1740547250.591099,18.49
182,1740547250.691512,18.59
183,1740547250.809748,18.70
184,1740547250.910245,18.80
185,1740547251.010669,18.91
186,1740547251.117211,19.01
187,1740547251.219407,19.11
188,1740547251.328622,19.22
189,1740547251.431694,19.32
190,1740547251.531431,19.43
191,1740547251.635659,19.53
192,1740547251.741626,19.64
193,1740547252.407989,19.74
194,1740547252.508969,19.84
195,1740547252.615674,19.95
196,1740547252.715095,20.05
197,1740547252.826229,20.16
198,1740547252.925948,20.26
199,1740547253.025494,20.37
200,1740547253.129108,20.47
201,1740547253.228896,20.58
202,1740547253.336361,20.68
203,1740547253.438848,20.78
204,1740547253.539479,20.89
205,1740547253.643951,20.99
206,1740547253.743015,21.10
207,1740547253.847737,21.20
208,1740547253.947327,21.31
209,1740547254.061839,21.41
210,1740547254.159081,21.52
211,1740547254.257982,21.62
212,1740547254.377199,21.72
213,1740547254.473973,21.83
214,1740547254.578886,21.93
215,1740547254.681273,22.04
216,1740547254.781445,22.14
217,1740547254.885890,22.25
218,1740547254.994096,22.35
219,1740547255.097403,22.46
220,1740547255.197448,22.56
221,1740547255.300369,22.66
222,1740547255.402983,22.77
223,1740547255.505049,22.87
224,1740547255.609154,22.98
225,1740547255.710673,23.08
226,1740547255.814173,23.19
227,1740547255.913732,23.29
228,1740547256.010164,23.40
229,1740547256.113214,23.50
230,1740547256.209099,23.60
231,1740547256.317783,23.71
232,1740547256.411115,23.81
233,1740547256.510944,23.92
234,1740547256.619288,24.02
235,1740547256.718689,24.13
236,1740547256.822797,24.23
237,1740547256.922407,24.33
238,1740547257.021943,24.44
239,1740547257.125668,24.54
240,1740547257.226159,24.65
241,1740547257.325336,24.75
242,1740547257.426782,24.86
243,1740547257.521504,24.96
244,1740547257.625578,25.07
245,1740547257.723418,25.17
246,1740547257.826668,25.27
247,1740547257.923297,25.38
248,1740547258.019429,25.48
249,1740547258.131485,25.59
250,1740547258.229343,25.69
251,1740547258.330211,25.80
252,1740547258.431083,25.90
253,1740547258.528238,26.00
254,1740547258.634926,26.11
255,1740547258.733247,26.21
256,1740547258.835269,26.32
257,1740547258.936049,26.42
258,1740547259.041433,26.53
259,1740547259.146835,26.63
260,1740547259.244990,26.74
261,1740547259.346192,26.84
262,1740547259.444919,26.94
263,1740547259.542710,27.05
264,1740547259.647662,27.15
265,1740547259.746291,27.26
266,1740547259.850240,27.36
267,1740547259.950721,27.47
268,1740547260.053909,27.57
269,1740547260.166917,27.67
270,1740547260.267538,27.78
271,1740547260.372688,27.88
272,1740547260.470404,27.99
273,1740547260.578540,28.09
274,1740547260.677216,28.20
275,1740547260.776266,28.30
276,1740547260.890198,28.41
277,1740547260.988160,28.51
278,1740547261.097089,28.62
279,1740547261.200265,28.72
280,1740547261.299464,28.82
281,1740547261.404817,28.93
282,1740547261.504223,29.03
283,1740547261.615113,29.14
284,1740547261.714200,29.24
285,1740547261.812218,29.35
286,1740547261.916732,29.45
287,1740547262.016081,29.56
288,1740547262.122139,29.66
289,1740547262.222569,29.76
290,1740547262.326921,29.87
291,1740547262.428578,29.97
292,1740547262.527282,30.08
293,1740547262.639797,30.18
294,1740547262.739039,30.29
295,1740547262.843010,30.39
296,1740547262.945230,30.50
297,1740547263.045652,30.60
298,1740547263.154783,30.70
299,1740547263.256868,30.81
300,1740547263.366502,30.91
301,1740547263.466320,31.02
302,1740547263.566370,31.12
303,1740547263.678028,31.23
304,1740547263.777958,31.33
305,1740547263.880528,31.44
306,1740547263.979291,31.54
307,1740547264.089185,31.64
308,1740547264.189916,31.75
