58,216.344,-9.1005,-425.981,-0.190003,-0.0261924,-0.946971,0.257796
119,216.18,-9.71674,-426.15,-0.190984,-0.0276127,-0.947777,0.253931
183,216.514,-10.5325,-426.282,-0.190158,-0.0319465,-0.951719,0.238852
246,216.571,-10.5134,-425.679,-0.188552,-0.0355418,-0.957544,0.21516
306,216.891,-11.7063,-425.971,-0.187186,-0.043348,-0.96326,0.187649
369,217.178,-12.2579,-426.229,-0.186334,-0.0439842,-0.962459,0.192402
432,216.724,-11.7671,-425.97,-0.18587,-0.0384749,-0.957798,0.21586
494,217.027,-11.7369,-426.185,-0.184421,-0.036988,-0.95535,0.227875
557,217.365,-11.6198,-426.926,-0.183362,-0.0321558,-0.947671,0.259354
618,217.323,-11.5268,-426.997,-0.182837,-0.0269559,-0.939189,0.289428
685,217.611,-11.7133,-427.016,-0.181392,-0.0261895,-0.934823,0.304166
744,217.877,-11.7984,-427.313,-0.18057,-0.0310883,-0.940564,0.28595
806,218.096,-11.7838,-426.935,-0.178611,-0.0326187,-0.941727,0.283169
869,218.099,-12.1264,-426.827,-0.178231,-0.0311999,-0.937826,0.296214
932,218.1,-11.4385,-426.572,-0.175766,-0.0387989,-0.9509,0.251774
996,218.02,-11.478,-426.72,-0.17542,-0.0408282,-0.952685,0.244851
1057,217.615,-11.1111,-426.707,-0.175859,-0.0391123,-0.950707,0.25239
1119,217.035,-10.0697,-426.249,-0.175635,-0.035106,-0.948622,0.260836
1182,217,-9.95614,-426.564,-0.176032,-0.0318139,-0.943759,0.278065
1244,216.843,-10.1573,-426.858,-0.176908,-0.0319151,-0.942941,0.280263
1306,216.856,-10.4141,-427.036,-0.176718,-0.0362857,-0.94784,0.26278
1368,217.148,-10.5878,-427.012,-0.176155,-0.0386509,-0.950437,0.253269
1431,216.891,-10.8513,-426.551,-0.175056,-0.0490884,-0.962236,0.202603
1493,216.916,-10.9824,-426.358,-0.174512,-0.0516515,-0.963945,0.194133
1557,216.502,-11.0106,-426.16,-0.175098,-0.0521033,-0.964049,0.192965
1618,216.342,-10.7976,-425.928,-0.174455,-0.0553321,-0.967451,0.174763
1684,216.721,-10.8081,-426.381,-0.17503,-0.0507356,-0.961969,0.203486
1743,216.539,-11.1742,-426.685,-0.176434,-0.0477079,-0.956822,0.226025
1806,216.757,-10.6449,-426.482,-0.176132,-0.0412362,-0.94943,0.256633
1870,216.941,-10.4593,-426.594,-0.175421,-0.0415242,-0.949974,0.255055
1933,217.53,-10.9455,-426.661,-0.175245,-0.0391147,-0.943652,0.277993
1994,217.689,-10.834,-426.375,-0.175195,-0.0356971,-0.93871,0.294713
2058,217.902,-11.3208,-426.367,-0.175245,-0.0388584,-0.941924,0.28383
2119,218.4,-11.7372,-426.556,-0.174934,-0.0405779,-0.942242,0.282724
2182,217.948,-11.8019,-426.574,-0.175894,-0.0446502,-0.947713,0.262502
2244,217.67,-11.4531,-426.553,-0.176222,-0.0425011,-0.946475,0.267067
2306,217.774,-10.8895,-426.5,-0.17581,-0.040481,-0.945914,0.269629
2368,217.649,-10.8574,-426.895,-0.176495,-0.041323,-0.94801,0.26157
2434,217.913,-10.7529,-427.161,-0.176767,-0.0321646,-0.935869,0.3031
2496,217.784,-10.2886,-426.778,-0.176366,-0.0275974,-0.931778,0.316105
2556,217.685,-10.3322,-426.8,-0.176256,-0.0265887,-0.931249,0.31781
2618,217.799,-10.6402,-426.92,-0.176314,-0.0275173,-0.931908,0.31576
2682,217.082,-10.465,-426.312,-0.176679,-0.0324862,-0.941969,0.28359
2743,217.315,-10.3387,-425.848,-0.174897,-0.0381152,-0.950336,0.254597
2806,217.256,-10.7665,-425.684,-0.174354,-0.0465727,-0.959603,0.215858
2871,216.771,-10.8305,-425.468,-0.175211,-0.0479839,-0.960864,0.209141
2931,216.908,-10.2744,-425.244,-0.174236,-0.0470148,-0.961794,0.205875
2993,216.841,-10.0104,-425.409,-0.173744,-0.050734,-0.967194,0.178253
3057,216.887,-9.59767,-425.282,-0.173947,-0.0442544,-0.962831,0.201842
3118,216.956,-9.64647,-425.335,-0.174579,-0.0364178,-0.954618,0.23854
3183,217.014,-9.99272,-425.092,-0.174159,-0.0339635,-0.95136,0.251854
3244,217.253,-10.2362,-424.928,-0.173657,-0.0324826,-0.948538,0.262799
3307,217.423,-10.6649,-424.795,-0.173616,-0.0337115,-0.94933,0.259794
3368,217.622,-11.0284,-424.26,-0.172441,-0.0329408,-0.947417,0.267544
3433,218.044,-11.1516,-423.635,-0.17009,-0.0382472,-0.955122,0.239477
3493,218.438,-11.5899,-423.611,-0.168678,-0.0426491,-0.959151,0.223065
3556,218.457,-11.9353,-423.43,-0.167012,-0.0421263,-0.956175,0.236774
3618,218.157,-11.0817,-422.779,-0.165721,-0.0387589,-0.954284,0.245715
3681,218.207,-11.2633,-422.752,-0.164734,-0.0337716,-0.945094,0.280213
3743,218.428,-11.5699,-423.004,-0.164458,-0.0303903,-0.937564,0.304965
3807,218.674,-11.4372,-422.763,-0.162777,-0.0285353,-0.93569,0.311728
3869,218.862,-11.1704,-422.553,-0.161144,-0.0282645,-0.936156,0.3112
3933,219.541,-11.3046,-422.399,-0.158965,-0.0311739,-0.939871,0.300669
3994,219.371,-11.3711,-422.126,-0.158811,-0.0325102,-0.941374,0.295866
4057,219.531,-11.5385,-421.739,-0.157645,-0.0321839,-0.939406,0.302704
4120,219.614,-11.7101,-421.394,-0.156772,-0.0358276,-0.945424,0.283395
4182,219.329,-11.2041,-421.277,-0.156487,-0.0362451,-0.949011,0.27125
4243,219.018,-10.9108,-421.008,-0.156804,-0.0324886,-0.944946,0.285365
4307,218.42,-10.2784,-420.6,-0.156911,-0.0334158,-0.952414,0.259172
4372,218.537,-10.3979,-420.988,-0.157442,-0.0310131,-0.951545,0.262322
4432,218.524,-10.7399,-421.066,-0.157733,-0.0320372,-0.953537,0.25468
4496,218.574,-10.8262,-421.062,-0.157329,-0.0308551,-0.954005,0.253317
4557,218.889,-11.1193,-421.123,-0.156587,-0.0299684,-0.954718,0.251191
4618,218.804,-11.402,-421.196,-0.156615,-0.0337275,-0.960704,0.226677
4683,219,-11.1187,-420.669,-0.154957,-0.0352181,-0.964868,0.209234
4745,218.775,-10.9232,-420.373,-0.155292,-0.0336982,-0.963973,0.213317
4806,218.851,-10.8845,-420.276,-0.156077,-0.0335754,-0.962708,0.218419
4872,219.116,-11.0783,-420.681,-0.157039,-0.0325739,-0.96002,0.229432
4932,218.794,-11.0821,-421.088,-0.159891,-0.0267932,-0.951948,0.259832
4994,219.085,-11.1073,-421.106,-0.159677,-0.0275075,-0.953989,0.252293
5057,219.08,-10.891,-421.036,-0.160057,-0.0270234,-0.956724,0.241518
5120,218.725,-11.1715,-421.081,-0.16117,-0.0262062,-0.956575,0.241456
5181,219.001,-11.4858,-420.775,-0.160134,-0.0222864,-0.953573,0.254082
5246,219.094,-11.466,-420.589,-0.159482,-0.0205848,-0.9538,0.253786
