frame,timestamp,curvilinear_abscissa
6,1739772415.665718,0.08
7,1739772415.877532,0.17
8,1739772415.976540,0.25
9,1739772416.071889,0.34
10,1739772416.170257,0.42
11,1739772416.268087,0.50
12,1739772416.365528,0.59
13,1739772416.465480,0.67
14,1739772416.564463,0.76
15,1739772416.662791,0.84
16,1739772416.761616,0.92
17,1739772416.861223,1.01
18,1739772416.959757,1.09
19,1739772417.068570,1.18
20,1739772417.275131,1.26
21,1739772417.371407,1.34
22,1739772417.470371,1.43
23,1739772417.583506,1.51
24,1739772417.682980,1.60
25,1739772417.791322,1.68
26,1739772417.900062,1.76
27,1739772418.006025,1.85
28,1739772418.116267,1.93
29,1739772418.217543,2.02
30,1739772418.322111,2.10
31,1739772418.422010,2.18
32,1739772418.528623,2.27
33,1739772418.628261,2.35
34,1739772418.727589,2.44
35,1739772418.836370,2.52
36,1739772418.936283,2.60
37,1739772419.043463,2.69
38,1739772419.145028,2.77
39,1739772419.246374,2.86
40,1739772419.352917,2.94
41,1739772419.451511,3.02
42,1739772419.557866,3.11
43,1739772419.658561,3.19
44,1739772419.763036,3.28
45,1739772419.870240,3.36
46,1739772419.973442,3.44
47,1739772420.090559,3.53
48,1739772420.193680,3.61
49,1739772420.302145,3.70
50,1739772420.401536,3.78
51,1739772420.499029,3.86
52,1739772420.602612,3.95
53,1739772420.700415,4.03
54,1739772420.806674,4.11
55,1739772420.909473,4.20
56,1739772421.012752,4.28
57,1739772421.123519,4.37
58,1739772421.224638,4.45
59,1739772421.334483,4.53
60,1739772421.434789,4.62
61,1739772421.539663,4.70
62,1739772421.642406,4.79
63,1739772421.743057,4.87
64,1739772421.849990,4.95
65,1739772421.952270,5.04
66,1739772422.068439,5.12
67,1739772422.169330,5.21
68,1739772422.273971,5.29
69,1739772422.385446,5.37
70,1739772422.484435,5.46
71,1739772422.601539,5.54
72,1739772422.702698,5.63
73,1739772422.806702,5.71
74,1739772422.909947,5.79
75,1739772423.012976,5.88
76,1739772423.121831,5.96
77,1739772423.224214,6.05
78,1739772423.358319,6.13
79,1739772423.458254,6.21
80,1739772423.570130,6.30
81,1739772423.670592,6.38
82,1739772423.770450,6.47
83,1739772423.886435,6.55
84,1739772423.989843,6.63
85,1739772424.112144,6.72
86,1739772424.217915,6.80
87,1739772424.328640,6.89
88,1739772424.431302,6.97
89,1739772424.531492,7.05
90,1739772424.639469,7.14
91,1739772424.743328,7.22
92,1739772424.863554,7.31
93,1739772424.964400,7.39
94,1739772425.070569,7.47
95,1739772425.172137,7.56
96,1739772425.272000,7.64
97,1739772425.377337,7.73
98,1739772425.478179,7.81
99,1739772425.587626,7.89
100,1739772425.689383,7.98
101,1739772425.811241,8.06
102,1739772425.908604,8.15
103,1739772426.014106,8.23
104,1739772426.129197,8.31
105,1739772426.233946,8.40
106,1739772426.339863,8.48
107,1739772426.442330,8.57
108,1739772426.562583,8.65
109,1739772426.659649,8.73
110,1739772426.762541,8.82
111,1739772426.869563,8.90
112,1739772426.970021,8.99
113,1739772427.077986,9.07
114,1739772427.182731,9.15
115,1739772427.284091,9.24
116,1739772427.402759,9.32
117,1739772427.503770,9.41
118,1739772427.616814,9.49
119,1739772427.720449,9.57
120,1739772427.824122,9.66
121,1739772427.927905,9.74
122,1739772428.034354,9.83
123,1739772428.147312,9.91
124,1739772428.253214,9.99
125,1739772428.358596,10.08
126,1739772428.461416,10.16
127,1739772428.569247,10.24
128,1739772428.671290,10.33
129,1739772428.771066,10.41
130,1739772428.878006,10.50
131,1739772428.983354,10.58
132,1739772429.095113,10.67
133,1739772429.199911,10.75
134,1739772429.313194,10.83
135,1739772429.418428,10.92
136,1739772429.520448,11.00
137,1739772429.627469,11.09
138,1739772429.730757,11.17
139,1739772429.845713,11.25
140,1739772429.953095,11.34
141,1739772430.064494,11.42
142,1739772430.170190,11.50
143,1739772430.273034,11.59
144,1739772430.378841,11.67
145,1739772430.483299,11.76
146,1739772430.596733,11.84
147,1739772430.703591,11.92
148,1739772430.814601,12.01
149,1739772430.918758,12.09
150,1739772431.019688,12.18
151,1739772431.131000,12.26
152,1739772431.237864,12.34
153,1739772431.346838,12.43
154,1739772431.453533,12.51
155,1739772431.564719,12.60
156,1739772431.671777,12.68
157,1739772431.774031,12.76
158,1739772431.881295,12.85
159,1739772431.986542,12.93
160,1739772432.107319,13.02
161,1739772432.212022,13.10
162,1739772432.322984,13.18
163,1739772432.427456,13.27
164,1739772432.531064,13.35
165,1739772432.640496,13.44
166,1739772432.743074,13.52
167,1739772432.854689,13.61
168,1739772432.956661,13.69
169,1739772433.066479,13.77
170,1739772433.170587,13.86
171,1739772433.273406,13.94
172,1739772433.381656,14.03
173,1739772433.486466,14.11
174,1739772433.597897,14.19
